,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
1061,1087,"['28', '14']",241224,2.841,2013-09-29,5.9,34,55,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378,547.422252,"['Action', 'Fantasy']",Action,Fantasy,,,,,
1062,1088,"['12', '14', '10752', '10749']",297762,31.618,2017-06-02,7.3,12566,55,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378,547.422252,"['Adventure', 'Fantasy', 'War', 'Romance']",Adventure,Fantasy,War,Romance,,,
1063,1089,['27'],114635,2.736,2013-08-16,3.7,12,63,The Helpers,4000000.0,0.0,0.0,-4000000,0.0,['Horror'],Horror,,,,,,
1064,1090,['35'],72359,2.651,2013-05-09,5.2,34,98,Peeples,11000000.0,9177065.0,9307166.0,-1692834,84.6106,['Comedy'],Comedy,,,,,,
1065,1091,['53'],176077,2.645,2013-03-11,4.8,14,67,Enter The Dangerous Mind,3000000.0,0.0,0.0,-3000000,0.0,['Thriller'],Thriller,,,,,,
1066,1092,"['27', '35']",100275,2.5860000000000003,2013-04-05,6.2,33,25,Eddie: The Sleepwalking Cannibal,1400000.0,1632.0,1632.0,-1398368,0.1165714285714285,"['Horror', 'Comedy']",Horror,Comedy,,,,,
1067,1093,['27'],255295,2.443,2013-05-24,3.6,19,62,Speak No Evil,150000.0,0.0,32927.0,-117073,21.95133333333333,['Horror'],Horror,,,,,,
1068,1094,"['10770', '18', '9648', '53']",240913,2.264,2013-11-29,5.6,23,2,Non-Stop,50000000.0,91742160.0,222383055.0,172383055,444.76611,"['TVMovie', 'Drama', 'Mystery', 'Thriller']",TVMovie,Drama,Mystery,Thriller,,,
1069,1095,"['28', '53', '9648']",225574,13.562,2014-02-28,6.8,3330,2,Non-Stop,50000000.0,91742160.0,222383055.0,172383055,444.76611,"['Action', 'Thriller', 'Mystery']",Action,Thriller,Mystery,,,,
1070,1096,"['12', '10751']",171759,2.164,2013-03-01,5.5,21,31,The Lost Medallion: The Adventures Of Billy Stone,2500000.0,549632.0,549632.0,-1950368,21.98528,"['Adventure', 'Family']",Adventure,Family,,,,,
1071,1097,"['18', '10749']",226979,2.13,2013-06-29,7.2,37,89,Test,250000.0,18823.0,18823.0,-231177,7.529199999999999,"['Drama', 'Romance']",Drama,Romance,,,,,
1074,1100,['53'],378029,2.107,2013-05-05,5.5,43,48,Friend Request,9900000.0,3759078.0,11310835.0,1410835,114.2508585858586,['Thriller'],Thriller,,,,,,
1075,1101,"['27', '53']",368031,9.149,2016-12-09,5.5,777,48,Friend Request,9900000.0,3759078.0,11310835.0,1410835,114.2508585858586,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1076,1102,"['878', '53']",86304,2.0780000000000003,2013-01-04,3.9,19,56,All Superheroes Must Die,20000.0,0.0,0.0,-20000,0.0,"['ScienceFiction', 'Thriller']",ScienceFiction,Thriller,,,,,
1077,1103,"['18', '12', '99']",201132,2.061,2013-09-05,7.2,41,71,Antarctica: A Year On Ice,1000000.0,288757.0,288757.0,-711243,28.8757,"['Drama', 'Adventure', 'Documentary']",Drama,Adventure,Documentary,,,,
1078,1104,['99'],178862,2.017,2013-02-20,6.6,18,64,Aroused,150000.0,0.0,0.0,-150000,0.0,['Documentary'],Documentary,,,,,,
1079,1105,"['18', '10402']",206284,1.957,2013-10-04,6.3,38,43,Grace Unplugged,1700000.0,2507159.0,2507159.0,807159,147.4799411764706,"['Drama', 'Music']",Drama,Music,,,,,
1084,1110,"['18', '10402']",175541,1.779,2013-11-27,5.7,25,63,Black Nativity,17500000.0,7018188.0,7285135.0,-10214865,41.62934285714286,"['Drama', 'Music']",Drama,Music,,,,,
1086,1112,"['80', '18', '53']",331190,6.474,2015-09-18,5.6,127,23,Captive,2000000.0,2583301.0,2791973.0,791973,139.59865,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1088,1114,"['80', '18', '53']",225975,1.414,2013-10-16,6.8,20,31,The Verdict,16000000.0,53977250.0,53977250.0,37977250,337.3578125,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1089,1115,"['18', '10751']",226354,1.4,2013-11-22,6.0,15,45,The Christmas Candle,7000000.0,1632000.0,1933829.0,-5066171,27.62612857142857,"['Drama', 'Family']",Drama,Family,,,,,
1090,1116,"['18', '10751']",230015,1.4,2013-04-06,5.5,16,41,Underdogs,2500000.0,35017.0,1392649.0,-1107351,55.70596,"['Drama', 'Family']",Drama,Family,,,,,
1091,1117,"['16', '12', '10749']",153158,7.539,2015-08-14,6.1,196,41,Underdogs,2500000.0,35017.0,1392649.0,-1107351,55.70596,"['Animation', 'Adventure', 'Romance']",Animation,Adventure,Romance,,,,
1092,1118,['18'],228406,1.327,2013-09-27,5.9,12,13,Believe,3500000.0,890303.0,890303.0,-2609697,25.437228571428573,['Drama'],Drama,,,,,,
1093,1119,['18'],423628,1.536,2016-12-02,6.5,11,13,Believe,3500000.0,890303.0,890303.0,-2609697,25.437228571428573,['Drama'],Drama,,,,,,
1099,1126,"['35', '18']",137347,1.067,2013-11-29,7.2,19,10,Closer To The Moon,1500000.0,0.0,5396.0,-1494604,0.3597333333333333,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1101,1128,"['35', '18']",310593,9.265,2015-12-04,6.9,1098,99,Youth,13000000.0,2703296.0,24001573.0,11001573,184.62748461538465,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1102,1129,"['18', '36']",457251,5.082,2017-12-15,7.7,27,99,Youth,13000000.0,2703296.0,24001573.0,11001573,184.62748461538465,"['Drama', 'History']",Drama,History,,,,,
1105,1132,"['27', '99', '9648']",202604,0.8190000000000001,2013-05-29,4.2,14,8,The Vatican Exorcisms,1100000.0,0.0,0.0,-1100000,0.0,"['Horror', 'Documentary', 'Mystery']",Horror,Documentary,Mystery,,,,
1110,1137,"['10749', '18']",277796,2.228,2014-10-02,4.8,15,96,Hide And Seek,25000000.0,51100486.0,123696741.0,98696741,494.786964,"['Romance', 'Drama']",Romance,Drama,,,,,
1112,1139,"['53', '27']",278632,5.274,2014-10-14,5.0,44,84,Julia,6000000.0,65108.0,1365108.0,-4634892,22.7518,"['Thriller', 'Horror']",Thriller,Horror,,,,,
1114,1142,"['36', '10749', '18']",354859,10.158,2017-04-21,7.1,195,78,The Promise,90000000.0,8224288.0,10551417.0,-79448583,11.723796666666669,"['History', 'Romance', 'Drama']",History,Romance,Drama,,,,
1119,1147,['18'],215908,0.6,2013-09-09,7.6,11,51,Noah,130000000.0,101200044.0,352831065.0,222831065,271.40851153846154,['Drama'],Drama,,,,,,
1120,1148,"['18', '12']",86834,13.905,2014-03-28,5.6,3955,51,Noah,130000000.0,101200044.0,352831065.0,222831065,271.40851153846154,"['Drama', 'Adventure']",Drama,Adventure,,,,,
1126,1155,"['53', '10749', '12']",429300,16.785999999999998,2018-06-01,6.7,1264,89,Adrift,35000000.0,31445011.0,57897191.0,22897191,165.4205457142857,"['Thriller', 'Romance', 'Adventure']",Thriller,Romance,Adventure,,,,
1127,1156,['35'],116741,0.6,2013-06-07,6.2,2631,63,The Internship,58000000.0,44672764.0,93672764.0,35672764,161.50476551724137,['Comedy'],Comedy,,,,,,
1134,1165,"['28', '53']",245891,78.123,2014-10-24,7.2,10081,6,John Wick,30000000.0,43037835.0,76235001.0,46235001,254.11667,"['Action', 'Thriller']",Action,Thriller,,,,,
1135,1166,"['28', '12', '14']",122917,53.783,2014-12-17,7.3,8392,22,The Hobbit: The Battle Of The Five Armies,250000000.0,255119788.0,945577621.0,695577621,378.2310484,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,
1136,1167,"['28', '878', '12']",118340,49.606,2014-08-01,7.9,17958,14,Guardians Of The Galaxy,170000000.0,333172112.0,770867516.0,600867516,453.45148,"['Action', 'ScienceFiction', 'Adventure']",Action,ScienceFiction,Adventure,,,,
1137,1168,"['28', '12', '14', '878']",127585,41.867,2014-05-23,7.5,10062,55,X-Men: Days Of Future Past,200000000.0,233921534.0,747862775.0,547862775,373.9313875,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Action,Adventure,Fantasy,ScienceFiction,,,
1138,1169,"['28', '9648', '878', '53']",198663,36.955,2014-09-19,7.1,10626,60,The Maze Runner,34000000.0,102427862.0,348319861.0,314319861,1024.4701794117648,"['Action', 'Mystery', 'ScienceFiction', 'Thriller']",Action,Mystery,ScienceFiction,Thriller,,,
1139,1170,"['12', '10751', '16', '28', '35']",177572,36.92,2014-11-07,7.8,10176,29,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828,395.2289866666667,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Adventure,Family,Animation,Action,Comedy,,
1140,1171,"['878', '12', '53']",131631,33.837,2014-11-21,6.8,10087,62,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,641575131,613.2601048,"['ScienceFiction', 'Adventure', 'Thriller']",ScienceFiction,Adventure,Thriller,,,,
1141,1172,"['36', '18', '53', '10752']",205596,33.078,2014-12-19,8.1,10396,6,The Imitation Game,15000000.0,91125143.0,227740463.0,212740463,1518.2697533333337,"['History', 'Drama', 'Thriller', 'War']",History,Drama,Thriller,War,,,
1142,1173,"['9648', '53', '18']",210577,31.215,2014-10-03,7.9,10459,36,Gone Girl,61000000.0,167767189.0,368567189.0,307567189,604.2085065573771,"['Mystery', 'Thriller', 'Drama']",Mystery,Thriller,Drama,,,,
1143,1174,"['10752', '18', '28']",228150,29.117,2014-10-17,7.4,6653,68,Fury,80000000.0,85817906.0,210315681.0,130315681,262.89460125,"['War', 'Drama', 'Action']",War,Drama,Action,,,,
1144,1175,"['27', '28', '18', '14', '10752']",49017,29.043000000000003,2014-10-03,6.2,3719,21,Dracula Untold,70000000.0,55991880.0,220241723.0,150241723,314.6310328571428,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",Horror,Action,Drama,Fantasy,War,,
1145,1176,"['53', '28', '80']",156022,28.942,2014-09-26,7.2,4989,96,The Equalizer,55000000.0,101530738.0,192903624.0,137903624,350.7338618181818,"['Thriller', 'Action', 'Crime']",Thriller,Action,Crime,,,,
1146,1177,"['12', '18', '878']",157336,28.44,2014-11-05,8.2,18597,32,Interstellar,165000000.0,188017894.0,666379375.0,501379375,403.86628787878783,"['Adventure', 'Drama', 'ScienceFiction']",Adventure,Drama,ScienceFiction,,,,
1147,1178,"['27', '53']",238636,28.424,2014-07-18,6.6,3754,71,The Purge: Anarchy,9000000.0,71562550.0,111534881.0,102534881,1239.2764555555557,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1148,1179,"['878', '28', '18', '53']",119450,27.641,2014-07-11,7.3,7080,17,Dawn Of The Planet Of The Apes,170000000.0,208545589.0,710644566.0,540644566,418.0262152941176,"['ScienceFiction', 'Action', 'Drama', 'Thriller']",ScienceFiction,Action,Drama,Thriller,,,
1149,1180,"['14', '28', '12', '16', '35', '10751']",82702,27.106,2014-06-13,7.7,5589,99,How To Train Your Dragon 2,145000000.0,177002924.0,614586270.0,469586270,423.85260000000005,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Fantasy,Action,Adventure,Animation,Comedy,Family,
1150,1181,"['12', '18', '28']",147441,26.789,2014-12-12,5.7,2909,16,Exodus: Gods And Kings,140000000.0,65014513.0,268314513.0,128314513,191.65322357142855,"['Adventure', 'Drama', 'Action']",Adventure,Drama,Action,,,,
1151,1182,"['80', '35', '28', '12']",207703,26.103,2015-02-13,7.6,10287,29,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,310561724,430.3848127659575,"['Crime', 'Comedy', 'Action', 'Adventure']",Crime,Comedy,Action,Adventure,,,
1152,1183,"['878', '28', '12', '14', '35']",98566,25.619,2014-08-08,5.8,4259,68,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,360004754,388.0038032,"['ScienceFiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",ScienceFiction,Action,Adventure,Fantasy,Comedy,,
1153,1184,"['80', '18', '53']",242582,25.597,2014-10-31,7.7,5860,34,Nightcrawler,8500000.0,32381218.0,50334418.0,41834418,592.1696235294118,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1154,1185,"['28', '12', '36', '10749', '18']",76649,25.215,2014-02-21,5.4,2078,97,Pompeii,80000000.0,23169033.0,108469033.0,28469033,135.58629125,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",Action,Adventure,History,Romance,Drama,,
1155,1186,"['28', '18', '878']",124905,24.982,2014-05-16,6.1,5053,41,Godzilla,160000000.0,200676069.0,529076069.0,369076069,330.672543125,"['Action', 'Drama', 'ScienceFiction']",Action,Drama,ScienceFiction,,,,
1156,1187,"['28', '12']",184315,23.922,2014-07-25,5.6,2606,84,Hercules,100000000.0,72688614.0,243388614.0,143388614,243.388614,"['Action', 'Adventure']",Action,Adventure,,,,,
1157,1188,"['28', '10752', '14']",53182,23.68,2014-03-07,6.0,3870,26,300: Rise Of An Empire,110000000.0,106580051.0,330780051.0,220780051,300.7091372727273,"['Action', 'War', 'Fantasy']",Action,War,Fantasy,,,,
1158,1189,"['878', '28', '12']",91314,20.961,2014-06-27,5.8,4805,37,Transformers: Age Of Extinction,210000000.0,245439076.0,1104039076.0,894039076,525.7328933333333,"['ScienceFiction', 'Action', 'Adventure']",ScienceFiction,Action,Adventure,,,,
1159,1190,"['10751', '16', '12', '35']",270946,20.899,2014-11-26,6.4,2273,37,Penguins Of Madagascar,132000000.0,83350911.0,366942531.0,234942531,277.98676590909093,"['Family', 'Animation', 'Adventure', 'Comedy']",Family,Animation,Adventure,Comedy,,,
1160,1191,"['80', '53']",189,20.896,2014-08-22,6.3,2210,16,Sin City: A Dame To Kill For,65000000.0,13757804.0,40650842.0,-24349158,62.53975692307693,"['Crime', 'Thriller']",Crime,Thriller,,,,,
1161,1192,"['28', '12', '14']",102382,20.847,2014-05-02,6.4,7220,56,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,508996336,354.498168,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,
1162,1193,['35'],225886,20.429,2014-07-18,5.3,2684,54,Sex Tape,40000000.0,38543473.0,126069509.0,86069509,315.1737725,['Comedy'],Comedy,,,,,,
1163,1194,"['12', '35', '14', '10751']",181533,20.064,2014-12-19,6.1,3536,60,Night At The Museum: Secret Of The Tomb,127000000.0,113746621.0,353756621.0,226756621,278.54852047244094,"['Adventure', 'Comedy', 'Fantasy', 'Family']",Adventure,Comedy,Fantasy,Family,,,
1164,1195,"['28', '878']",137113,19.753,2014-06-06,7.6,8047,95,Edge Of Tomorrow,178000000.0,100206256.0,370541256.0,192541256,208.16924494382025,"['Action', 'ScienceFiction']",Action,ScienceFiction,,,,,
1165,1196,"['12', '16', '35', '10751', '14']",137106,19.375,2014-02-07,7.4,4839,44,The Lego Movie,60000000.0,257784718.0,457729388.0,397729388,762.8823133333333,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Adventure,Animation,Comedy,Family,Fantasy,,
1166,1197,"['80', '18', '9648', '53']",169917,19.373,2014-09-19,6.3,1685,67,A Walk Among The Tombstones,28000000.0,26017685.0,62108587.0,34108587,221.81638214285715,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime,Drama,Mystery,Thriller,,,
1167,1198,"['14', '12', '28', '10751', '10749']",102651,19.274,2014-05-30,7.0,8143,84,Maleficent,180000000.0,241407328.0,758536735.0,578536735,421.40929722222216,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",Fantasy,Adventure,Action,Family,Romance,,
1168,1199,"['27', '9648', '80']",176,19.127,2004-10-29,7.4,4795,57,Saw,1200000.0,55968727.0,103880027.0,102680027,8656.668916666666,"['Horror', 'Mystery', 'Crime']",Horror,Mystery,Crime,,,,
1169,1200,"['28', '12', '53']",138103,18.797,2014-08-15,6.1,2876,96,The Expendables 3,100000000.0,39322544.0,209461378.0,109461378,209.461378,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,
1170,1201,"['10752', '28']",190859,18.473,2014-12-25,7.4,7658,57,American Sniper,58000000.0,350126372.0,547326372.0,489326372,943.6661586206898,"['War', 'Action']",War,Action,,,,,
1171,1202,['35'],227159,18.421,2014-11-26,6.2,2581,31,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357,264.8633925,['Comedy'],Comedy,,,,,,
1172,1203,"['27', '53']",270303,18.419,2015-03-27,6.5,3485,94,It Follows,2000000.0,14674077.0,23250755.0,21250755,1162.5377500000002,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1173,1204,"['35', '18']",120467,18.31,2014-03-07,8.0,8091,27,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,132981261,528.9718096774194,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1174,1205,"['12', '35', '10751', '16']",172385,18.11,2014-04-11,6.3,1803,49,Rio 2,130000000.0,131538435.0,492846291.0,362846291,379.1125315384616,"['Adventure', 'Comedy', 'Family', 'Animation']",Adventure,Comedy,Family,Animation,,,
1175,1206,"['28', '12', '878']",100402,18.073,2014-04-04,7.7,11034,16,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,544401889,420.2364052941176,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1176,1207,"['28', '878']",97020,17.851,2014-02-12,5.8,3390,96,Robocop,120000000.0,58607007.0,242981799.0,122981799,202.4848325,"['Action', 'ScienceFiction']",Action,ScienceFiction,,,,,
1177,1208,"['80', '28', '53']",254904,17.747,2014-08-27,6.1,852,61,The November Man,15000000.0,25018119.0,34820335.0,19820335,232.13556666666668,"['Crime', 'Action', 'Thriller']",Crime,Action,Thriller,,,,
1178,1209,"['28', '12', '878']",157350,16.982,2014-03-21,6.9,8279,95,Divergent,85000000.0,150947895.0,276014965.0,191014965,324.7234882352941,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1179,1210,"['28', '878']",240832,16.73,2014-07-25,6.3,10019,83,Lucy,40000000.0,126573960.0,457507776.0,417507776,1143.76944,"['Action', 'ScienceFiction']",Action,ScienceFiction,,,,,
1180,1211,['18'],205587,16.464000000000002,2014-10-10,7.3,2356,41,The Judge,50000000.0,47119388.0,76119388.0,26119388,152.238776,['Drama'],Drama,,,,,,
1182,1213,['35'],239563,16.379,2014-10-31,7.1,1069,61,St. Vincent,13000000.0,44137712.0,54837234.0,41837234,421.8248769230769,['Comedy'],Comedy,,,,,,
1183,1214,"['9648', '53']",204922,16.07,2014-10-31,6.4,1098,49,Before I Go To Sleep,22000000.0,3242457.0,19563579.0,-2436421,88.9253590909091,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,
1184,1215,"['10749', '18']",222935,16.03,2014-05-16,7.6,7236,43,The Fault In Our Stars,12000000.0,124872350.0,307166834.0,295166834,2559.7236166666667,"['Romance', 'Drama']",Romance,Drama,,,,,
1185,1216,['35'],100042,15.964,2014-11-14,5.5,1842,1,Dumb And Dumber To,40000000.0,86208010.0,156553592.0,116553592,391.38398,['Comedy'],Comedy,,,,,,
1186,1217,"['53', '10749']",255343,15.924,2014-10-11,6.3,476,12,Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,-13082321,23.04517058823529,"['Thriller', 'Romance']",Thriller,Romance,,,,,
1187,1218,"['28', '35']",228967,15.501,2014-12-25,6.2,3579,33,The Interview,44000000.0,6105175.0,12342632.0,-31657368,28.051436363636363,"['Action', 'Comedy']",Action,Comedy,,,,,
1188,1219,['27'],242512,15.389,2014-10-24,5.1,1670,60,Ouija,5000000.0,50856010.0,103300632.0,98300632,2066.01264,['Horror'],Horror,,,,,,
1189,1220,['18'],244506,15.237,2014-10-17,6.8,618,92,Camp X-Ray,1000000.0,9837.0,101053.0,-898947,10.1053,['Drama'],Drama,,,,,,
1190,1221,['35'],195589,14.979,2014-05-09,6.2,4536,64,Neighbors,18000000.0,150086800.0,270944428.0,252944428,1505.246822222222,['Comedy'],Comedy,,,,,,
1191,1222,"['18', '80']",154400,14.795,2014-09-12,6.7,1215,16,The Drop,12600000.0,10724389.0,19054534.0,6454534,151.22646031746032,"['Drama', 'Crime']",Drama,Crime,,,,,
1192,1223,"['28', '878', '18']",110415,14.735,2014-06-27,6.8,4748,27,Snowpiercer,40000000.0,4563029.0,88069880.0,48069880,220.1747,"['Action', 'ScienceFiction', 'Drama']",Action,ScienceFiction,Drama,,,,
1193,1224,"['80', '53']",136835,14.519,2014-09-12,5.8,286,44,No Good Deed,13200000.0,52543632.0,54323210.0,41123210,411.5394696969697,"['Crime', 'Thriller']",Crime,Thriller,,,,,
1194,1225,"['12', '35', '10751']",11774,14.362,2004-12-17,6.8,2975,75,Lemony Snicket'S A Series Of Unfortunate Events,100000000.0,118627117.0,212956024.0,112956024,212.956024,"['Adventure', 'Comedy', 'Family']",Adventure,Comedy,Family,,,,
1195,1226,"['35', '10749', '80', '18', '9648']",171274,14.244000000000002,2015-01-09,6.6,1359,56,Inherent Vice,20000000.0,8110975.0,14772346.0,-5227654,73.86173000000001,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",Comedy,Romance,Crime,Drama,Mystery,,
1196,1227,"['28', '18', '53', '80']",144336,14.055,2014-03-28,5.5,779,29,Sabotage,35000000.0,10508518.0,18376443.0,-16623557,52.50412285714285,"['Action', 'Drama', 'Thriller', 'Crime']",Action,Drama,Thriller,Crime,,,
1197,1228,['27'],250546,13.989,2014-10-03,5.6,3357,84,Annabelle,6500000.0,84273813.0,256862920.0,250362920,3951.7372307692303,['Horror'],Horror,,,,,,
1198,1229,"['53', '28', '878']",218043,13.897,2014-10-03,4.0,713,63,Left Behind,18500000.0,4221341.0,4221341.0,-14278659,22.81805945945946,"['Thriller', 'Action', 'ScienceFiction']",Thriller,Action,ScienceFiction,,,,
1199,1230,"['18', '10749']",266856,13.866,2014-11-26,7.9,6412,35,The Theory Of Everything,15000000.0,35893537.0,123327692.0,108327692,822.1846133333333,"['Drama', 'Romance']",Drama,Romance,,,,,
1200,1231,"['28', '12']",188207,13.754,2014-01-10,4.5,805,42,The Legend Of Hercules,70000000.0,18848538.0,58953319.0,-11046681,84.21902714285714,"['Action', 'Adventure']",Action,Adventure,,,,,
1201,1232,"['28', '80', '18', '53']",136797,13.723,2014-03-14,6.1,2389,70,Need For Speed,66000000.0,43568507.0,194169619.0,128169619,294.19639242424245,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,
1202,1233,"['80', '18']",157845,13.528,2014-07-18,6.2,435,47,The Rover,8500000.0,1109199.0,3180252.0,-5319748,37.41472941176471,"['Crime', 'Drama']",Crime,Drama,,,,,
1203,1234,"['35', '18', '10751']",196867,13.422,2014-12-19,6.1,770,89,Annie,65000000.0,85911262.0,139829625.0,74829625,215.1225,"['Comedy', 'Drama', 'Family']",Comedy,Drama,Family,,,,
1204,1235,"['10752', '18', '36', '28']",152760,12.861,2014-02-07,5.9,2229,14,The Monuments Men,70000000.0,78031620.0,158702748.0,88702748,226.71821142857144,"['War', 'Drama', 'History', 'Action']",War,Drama,History,Action,,,
1205,1236,"['16', '12', '10751']",82703,12.813,2014-03-07,6.6,1357,1,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,124806430,186.0734,"['Animation', 'Adventure', 'Family']",Animation,Adventure,Family,,,,
1206,1237,"['27', '53']",100241,12.7,2014-01-24,5.2,1090,14,"I, Frankenstein",65000000.0,19075290.0,74575290.0,9575290,114.7312153846154,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1207,1238,"['18', '10752']",227306,12.354,2014-12-25,7.4,2240,82,Unbroken,65000000.0,115637895.0,163527824.0,98527824,251.5812676923077,"['Drama', 'War']",Drama,War,,,,,
1208,1239,"['53', '28']",241254,12.324000000000002,2014-08-22,4.8,317,53,The Prince,18000000.0,0.0,0.0,-18000000,0.0,"['Thriller', 'Action']",Thriller,Action,,,,,
1209,1240,"['80', '18', '53']",241239,12.271,2014-12-31,6.6,792,68,A Most Violent Year,20000000.0,5749134.0,8846875.0,-11153125,44.234375,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,
1210,1241,['18'],249164,12.047,2014-08-22,7.4,2703,73,If I Stay,11000000.0,50474843.0,78356170.0,67356170,712.3288181818182,['Drama'],Drama,,,,,,
1211,1242,['18'],87093,12.017,2014-12-25,7.0,2153,23,Big Eyes,10000000.0,14482031.0,27317872.0,17317872,273.17872,['Drama'],Drama,,,,,,
1212,1243,"['53', '80', '18']",190955,12.003,2014-03-21,6.1,268,52,Blood Ties,26000000.0,42472.0,2923959.0,-23076041,11.245996153846152,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,
1213,1244,"['18', '27']",242224,11.502,2014-11-28,6.4,3528,41,The Babadook,2000000.0,950792.0,7482387.0,5482387,374.11935,"['Drama', 'Horror']",Drama,Horror,,,,,
1214,1245,"['10749', '16', '12', '35', '10751', '14']",228326,11.392,2014-10-17,7.4,1228,35,The Book Of Life,50000000.0,50151543.0,97651543.0,47651543,195.303086,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Romance,Animation,Adventure,Comedy,Family,Fantasy,
1215,1246,"['53', '80', '27']",184346,11.283,2014-07-02,6.1,1104,34,Deliver Us From Evil,30000000.0,30577122.0,87956618.0,57956618,293.18872666666664,"['Thriller', 'Crime', 'Horror']",Thriller,Crime,Horror,,,,
1216,1247,"['16', '35', '10751', '14']",170687,11.219,2014-09-26,6.7,1016,94,The Boxtrolls,60000000.0,50837305.0,111946251.0,51946251,186.577085,"['Animation', 'Comedy', 'Family', 'Fantasy']",Animation,Comedy,Family,Fantasy,,,
1217,1248,"['80', '35', '28']",187017,11.175999999999998,2014-06-13,6.9,5167,85,22 Jump Street,50000000.0,191719337.0,331333876.0,281333876,662.6677520000001,"['Crime', 'Comedy', 'Action']",Crime,Comedy,Action,,,,
1218,1249,"['10749', '35']",9767,11.165,2006-06-02,5.7,1480,69,The Break-Up,52000000.0,118703275.0,205727307.0,153727307,395.6294365384615,"['Romance', 'Comedy']",Romance,Comedy,,,,,
1219,1250,['18'],85350,11.140999999999998,2014-07-11,7.5,3097,85,Boyhood,4000000.0,25379975.0,57273049.0,53273049,1431.826225,['Drama'],Drama,,,,,,
1220,1251,['18'],265177,11.095,2014-08-29,8.3,1399,1,Mommy,4900000.0,3498695.0,17536004.0,12636004,357.87763265306126,['Drama'],Drama,,,,,,
1221,1252,"['28', '18', '53']",137094,11.061,2014-01-17,6.1,1687,97,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,71377412,218.9623533333333,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,,,,
1222,1253,"['28', '18', '53', '80']",192102,11.011,2014-02-14,6.1,1279,64,3 Days To Kill,28000000.0,30697999.0,38959900.0,10959900,139.14249999999998,"['Action', 'Drama', 'Thriller', 'Crime']",Action,Drama,Thriller,Crime,,,
1223,1254,['35'],226486,10.979,2014-07-03,5.2,735,3,Tammy,20000000.0,84525432.0,96407655.0,76407655,482.038275,['Comedy'],Comedy,,,,,,
1224,1255,"['27', '53']",155084,10.899,2014-04-18,6.3,576,51,13 Sins,4000000.0,9134.0,47552.0,-3952448,1.1888,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1225,1256,['27'],157547,10.841,2014-04-03,6.4,1747,72,Oculus,5000000.0,27695246.0,44115496.0,39115496,882.3099199999999,['Horror'],Horror,,,,,,
