,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,genre,main_genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6
1900,1952,"['16', '10751', '35']",378236,14.88,2017-07-23,5.4,1447,7,The Emoji Movie,50000000.0,86089513.0,216562312.0,166562312,433.124624,"['Animation', 'Family', 'Comedy']",Animation,Family,Comedy,,,,
1901,1953,"['28', '53', '18']",379149,14.616,2017-10-13,6.7,1086,81,The Foreigner,35000000.0,34393507.0,140783360.0,105783360,402.2381714285714,"['Action', 'Thriller', 'Drama']",Action,Thriller,Drama,,,,
1902,1954,"['28', '16', '12', '10751']",274862,14.607,2017-09-22,6.3,424,20,The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,52737201,175.33885857142857,"['Action', 'Animation', 'Adventure', 'Family']",Action,Animation,Adventure,Family,,,
1903,1955,"['18', '9648', '53', '14']",397837,14.584,2017-03-03,7.0,2135,12,Before I Fall,5000000.0,12241072.0,18945682.0,13945682,378.91364,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",Drama,Mystery,Thriller,Fantasy,,,
1904,1956,"['18', '80', '53', '27']",372343,14.581,2017-10-20,5.1,1225,40,The Snowman,35000000.0,6670765.0,43226146.0,8226146,123.50327428571428,"['Drama', 'Crime', 'Thriller', 'Horror']",Drama,Crime,Thriller,Horror,,,
1905,1957,"['35', '12', '10751', '14', '16']",355547,14.53,2017-11-17,5.4,233,39,The Star,20000000.0,40847995.0,62758010.0,42758010,313.79005,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']",Comedy,Adventure,Family,Fantasy,Animation,,
1906,1958,"['10749', '12', '878', '18']",365942,14.437,2017-02-03,7.1,1455,84,The Space Between Us,30000000.0,7885294.0,16481405.0,-13518595,54.93801666666667,"['Romance', 'Adventure', 'ScienceFiction', 'Drama']",Romance,Adventure,ScienceFiction,Drama,,,
1907,1959,"['28', '35']",339846,14.429,2017-05-26,6.1,4748,86,Baywatch,60000000.0,58060186.0,175863783.0,115863783,293.106305,"['Action', 'Comedy']",Action,Comedy,,,,,
1908,1960,"['18', '35']",397422,14.338,2017-06-16,5.6,1096,87,Rough Night,20000000.0,22105643.0,46844357.0,26844357,234.221785,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1909,1961,['18'],395991,14.163,2017-10-20,7.0,603,75,Only The Brave,38000000.0,18340051.0,24555177.0,-13444823,64.61888684210525,['Drama'],Drama,,,,,,
1910,1962,"['18', '10749']",417678,13.998,2017-05-19,7.2,2447,70,"Everything, Everything",10000000.0,34121140.0,61603136.0,51603136,616.0313600000001,"['Drama', 'Romance']",Drama,Romance,,,,,
1911,1963,"['27', '53']",346364,13.966,2017-09-08,7.2,10931,24,It,35000000.0,327481748.0,697457969.0,662457969,1992.7370542857143,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1912,1964,"['28', '35', '80']",417644,13.744000000000002,2017-03-24,6.0,657,53,Chips,25000000.0,18600152.0,23190292.0,-1809708,92.761168,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,
1913,1965,"['18', '27', '53', '878']",375366,13.714,2017-02-24,6.4,982,43,The Girl With All The Gifts,5250000.0,0.0,4801837.0,-448163,91.4635619047619,"['Drama', 'Horror', 'Thriller', 'ScienceFiction']",Drama,Horror,Thriller,ScienceFiction,,,
1914,1966,"['28', '878', '53']",274855,13.653,2017-10-20,5.8,2246,99,Geostorm,100000000.0,33700160.0,220796009.0,120796009,220.796009,"['Action', 'ScienceFiction', 'Thriller']",Action,ScienceFiction,Thriller,,,,
1915,1967,['27'],14564,13.53,2017-02-03,4.9,1785,38,Rings,25000000.0,27793018.0,82917283.0,57917283,331.669132,['Horror'],Horror,,,,,,
1916,1968,"['35', '18']",371638,13.27,2017-12-01,7.2,1895,100,The Disaster Artist,10000000.0,21120616.0,28717667.0,18717667,287.17667,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1917,1969,"['878', '18']",840,13.044,1977-11-16,7.3,2005,90,Close Encounters Of The Third Kind,20000000.0,169100479.0,340800479.0,320800479,1704.0023949999998,"['ScienceFiction', 'Drama']",ScienceFiction,Drama,,,,,
1918,1970,['18'],413362,12.688,2017-11-17,6.2,499,40,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,-9032988,58.94096363636364,['Drama'],Drama,,,,,,
1919,1971,['35'],354861,12.45,2017-12-22,5.8,277,56,Father Figures,25000000.0,17501244.0,21038441.0,-3961559,84.153764,['Comedy'],Comedy,,,,,,
1920,1972,['27'],418078,12.337,2017-06-09,5.8,1141,4,It Comes At Night,5000000.0,13985117.0,19720203.0,14720203,394.40406,['Horror'],Horror,,,,,,
1921,1973,"['35', '18', '10749']",416477,12.322,2017-06-23,7.4,1302,64,The Big Sick,5000000.0,42872467.0,53972860.0,48972860,1079.4572,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
1922,1974,"['28', '80', '9648']",334521,12.116,2017-04-21,6.3,540,83,Free Fire,10000000.0,1799322.0,3793739.0,-6206261,37.93739,"['Action', 'Crime', 'Mystery']",Action,Crime,Mystery,,,,
1923,1975,"['18', '10749']",341174,12.083,2017-02-10,6.1,4489,91,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,326398492,693.4518036363636,"['Drama', 'Romance']",Drama,Romance,,,,,
1924,1976,"['18', '14', '10749']",428449,11.886,2017-07-07,7.0,906,86,A Ghost Story,100000.0,1594798.0,2769782.0,2669782,2769.782,"['Drama', 'Fantasy', 'Romance']",Drama,Fantasy,Romance,,,,
1925,1977,['18'],394117,11.597,2017-10-06,7.4,1125,11,The Florida Project,2000000.0,5904366.0,11295324.0,9295324,564.7662,['Drama'],Drama,,,,,,
1926,1978,"['80', '35']",353070,11.25,2017-04-07,6.6,1324,40,Going In Style,24000000.0,45018541.0,78672579.0,54672579,327.8024125,"['Crime', 'Comedy']",Crime,Comedy,,,,,
1927,1979,"['18', '53']",397722,11.241,2018-03-09,6.3,398,47,Thoroughbreds,5000000.0,3072605.0,3187302.0,-1812698,63.74604,"['Drama', 'Thriller']",Drama,Thriller,,,,,
1928,1980,"['28', '10752']",340945,11.220999999999998,2017-01-24,5.9,328,40,Uss Indianapolis: Men Of Courage,40000000.0,0.0,1663785.0,-38336215,4.1594625,"['Action', 'War']",Action,War,,,,,
1929,1981,['35'],425134,11.0,2017-04-28,6.3,197,75,How To Be A Latin Lover,10000000.0,32149404.0,62556228.0,52556228,625.56228,['Comedy'],Comedy,,,,,,
1930,1982,"['18', '53']",293768,10.959,2017-08-04,6.0,805,69,Kidnap,21000000.0,30718107.0,34836080.0,13836080,165.88609523809524,"['Drama', 'Thriller']",Drama,Thriller,,,,,
1931,1983,"['35', '10751']",417830,10.839,2017-05-19,5.6,193,27,Diary Of A Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,13609577,161.86171363636365,"['Comedy', 'Family']",Comedy,Family,,,,,
1932,1984,"['35', '18', '878']",301337,10.682,2017-12-22,5.1,1887,62,Downsizing,68000000.0,24449754.0,54462971.0,-13537029,80.0926044117647,"['Comedy', 'Drama', 'ScienceFiction']",Comedy,Drama,ScienceFiction,,,,
1933,1985,"['35', '18', '10749']",427900,10.478,2017-09-08,5.9,659,57,Home Again,15000000.0,27020284.0,37336874.0,22336874,248.9124933333333,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,
1934,1986,"['28', '18']",350312,10.406,2017-04-27,7.0,252,55,Baahubali 2: The Conclusion,30000000.0,18985794.0,263502914.0,233502914,878.3430466666667,"['Action', 'Drama']",Action,Drama,,,,,
1935,1987,"['12', '16', '35', '10751', '10402']",333667,10.362,2017-02-24,5.7,123,47,Rock Dog,60000000.0,9420546.0,24148488.0,-35851512,40.24748,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']",Adventure,Animation,Comedy,Family,Music,,
1936,1988,"['53', '27', '14']",440597,10.219,2017-07-14,5.4,690,97,Wish Upon,12000000.0,14301505.0,23477345.0,11477345,195.64454166666667,"['Thriller', 'Horror', 'Fantasy']",Thriller,Horror,Fantasy,,,,
1937,1989,"['18', '36']",397538,9.955,2017-10-24,7.1,548,70,Borg Vs Mcenroe,7500000.0,231346.0,3257922.0,-4242078,43.43896,"['Drama', 'History']",Drama,History,,,,,
1938,1990,"['18', '10749']",257785,9.89,2017-08-25,6.4,307,8,Tulip Fever,25000000.0,2455635.0,6792768.0,-18207232,27.171072,"['Drama', 'Romance']",Drama,Romance,,,,,
1939,1991,"['27', '53']",292280,9.847,2017-01-13,5.1,678,77,The Bye Bye Man,7400000.0,22395806.0,31187727.0,23787727,421.4557702702703,"['Horror', 'Thriller']",Horror,Thriller,,,,,
1940,1992,"['18', '878']",400710,9.844,2017-09-29,5.7,1249,28,Flatliners,26000000.0,61308153.0,61308153.0,35308153,235.80058846153844,"['Drama', 'ScienceFiction']",Drama,ScienceFiction,,,,,
1941,1993,['35'],345922,9.808,2017-02-17,6.0,708,29,Fist Fight,25000000.0,32187017.0,40286416.0,15286416,161.145664,['Comedy'],Comedy,,,,,,
1942,1994,['35'],345914,9.62,2017-06-30,5.7,474,86,The House,40000000.0,25584504.0,31192425.0,-8807575,77.9810625,['Comedy'],Comedy,,,,,,
1943,1995,"['35', '28', '12']",430682,9.329,2017-09-08,4.8,68,86,Gun Shy,10000000.0,1638202.0,1638202.0,-8361798,16.38202,"['Comedy', 'Action', 'Adventure']",Comedy,Action,Adventure,,,,
1944,1996,"['18', '12']",407890,9.307,2018-04-06,6.9,133,13,Lean On Pete,8000000.0,1163056.0,2455027.0,-5544973,30.6878375,"['Drama', 'Adventure']",Drama,Adventure,,,,,
1945,1997,"['53', '28']",195590,9.035,2017-02-24,5.6,331,13,Collide,29200000.0,2280004.0,5466698.0,-23733302,18.721568493150684,"['Thriller', 'Action']",Thriller,Action,,,,,
1946,1998,"['10751', '16', '12', '35']",335777,8.975,2017-08-11,5.7,227,81,The Nut Job 2: Nutty By Nature,40000000.0,28370522.0,57438389.0,17438389,143.59597250000002,"['Family', 'Animation', 'Adventure', 'Comedy']",Family,Animation,Adventure,Comedy,,,
1947,1999,['18'],414453,8.964,2017-08-04,7.3,130,93,Columbus,700000.0,1017107.0,1110511.0,410511,158.64442857142856,['Drama'],Drama,,,,,,
1948,2000,"['28', '35', '878']",262841,8.827,2017-01-13,5.9,414,81,Monster Trucks,125000000.0,33370166.0,61642798.0,-63357202,49.3142384,"['Action', 'Comedy', 'ScienceFiction']",Action,Comedy,ScienceFiction,,,,
1949,2001,['18'],300687,8.756,2017-10-20,6.8,103,95,Same Kind Of Different As Me,6500000.0,6423605.0,6423605.0,-76395,98.8246923076923,['Drama'],Drama,,,,,,
1950,2002,['35'],417870,8.589,2017-07-21,6.8,968,36,Girls Trip,28000000.0,115108515.0,140886353.0,112886353,503.1655464285715,['Comedy'],Comedy,,,,,,
1951,2003,"['27', '18']",415010,8.48,2017-09-23,5.4,123,27,Ravenous,12000000.0,2062406.0,2062406.0,-9937594,17.186716666666666,"['Horror', 'Drama']",Horror,Drama,,,,,
1952,2004,"['28', '35']",398177,8.459,2017-12-08,4.9,94,44,Just Getting Started,22000000.0,6069605.0,6756412.0,-15243588,30.71096363636364,"['Action', 'Comedy']",Action,Comedy,,,,,
1953,2005,"['18', '53']",418437,8.323,2017-04-21,5.5,310,39,Unforgettable,18000000.0,2483790.0,2483790.0,-15516210,13.798833333333333,"['Drama', 'Thriller']",Drama,Thriller,,,,,
1954,2006,"['28', '18']",408266,8.164,2017-08-25,5.7,172,34,Birth Of The Dragon,31000000.0,6901965.0,7220490.0,-23779510,23.29190322580645,"['Action', 'Drama']",Action,Drama,,,,,
1955,2007,['18'],392982,7.879,2017-10-13,7.3,257,7,Marshall,12000000.0,10051659.0,10116816.0,-1883184,84.30680000000001,['Drama'],Drama,,,,,,
1956,2008,['18'],395993,7.836,2017-09-22,7.0,782,90,Stronger,30000000.0,4211129.0,8786752.0,-21213248,29.28917333333333,['Drama'],Drama,,,,,,
1957,2009,"['18', '53', '10752']",399790,7.692,2017-06-02,6.1,150,91,Churchill,10000000.0,1279681.0,7582196.0,-2417804,75.82196,"['Drama', 'Thriller', 'War']",Drama,Thriller,War,,,,
1958,2010,"['35', '18']",353569,7.551,2017-03-03,6.0,604,45,Table 19,5000000.0,3614896.0,4620399.0,-379601,92.40798,"['Comedy', 'Drama']",Comedy,Drama,,,,,
1959,2011,"['16', '35', '10751']",295693,7.445,2017-03-31,6.4,4314,71,The Boss Baby,125000000.0,175003033.0,510878762.0,385878762,408.7030096,"['Animation', 'Comedy', 'Family']",Animation,Comedy,Family,,,,
1960,2012,"['18', '10402']",402529,7.249,2017-06-16,6.4,695,91,All Eyez On Me,45000000.0,44922302.0,54876855.0,9876855,121.94856666666666,"['Drama', 'Music']",Drama,Music,,,,,
1961,2013,['99'],411019,7.026,2017-02-03,8.1,196,32,I Am Not Your Negro,1000000.0,7123919.0,9617402.0,8617402,961.7402,['Documentary'],Documentary,,,,,,
1962,2014,['35'],346681,6.97,2017-03-24,5.8,195,44,Wilson,5200000.0,2000000.0,2000000.0,-3200000,38.46153846153847,['Comedy'],Comedy,,,,,,
1963,2015,"['28', '12', '80']",463906,6.957999999999999,2017-07-11,5.1,133,68,The Saint,90000000.0,61363304.0,169400000.0,79400000,188.22222222222223,"['Action', 'Adventure', 'Crime']",Action,Adventure,Crime,,,,
1964,2016,['18'],426256,6.934,2017-08-18,7.0,122,56,Patti Cake$,1000000.0,800148.0,1471090.0,471090,147.109,['Drama'],Drama,,,,,,
1965,2017,['18'],353575,6.303999999999999,2017-11-03,6.6,65,82,Lbj,20000000.0,2468683.0,2507181.0,-17492819,12.535905,['Drama'],Drama,,,,,,
1966,2018,"['10752', '18', '36', '10749']",403390,5.489,2017-02-24,6.2,42,80,Bitter Harvest,21000000.0,557241.0,606162.0,-20393838,2.8864857142857145,"['War', 'Drama', 'History', 'Romance']",War,Drama,History,Romance,,,
1967,2019,['99'],477331,5.034,2017-09-03,7.2,39,75,Long Shot,40000000.0,30202860.0,43711031.0,3711031,109.2775775,['Documentary'],Documentary,,,,,,
1968,2020,"['10752', '99']",428501,4.341,2017-07-14,7.1,24,64,City Of Ghosts,17500000.0,325491.0,325491.0,-17174509,1.8599485714285715,"['War', 'Documentary']",War,Documentary,,,,,
1969,2021,"['18', '35']",450806,4.042,2017-08-25,6.1,25,12,All Saints,2000000.0,5802208.0,5941994.0,3941994,297.0997,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1972,2024,['27'],432364,2.733,2017-02-07,4.4,14,83,The Covenant,20000000.0,23364784.0,38164784.0,18164784,190.82392,['Horror'],Horror,,,,,,
1973,2025,"['18', '14', '27', '10749']",437583,2.519,2018-02-23,7.6,38,81,November,250000.0,191862.0,191862.0,-58138,76.7448,"['Drama', 'Fantasy', 'Horror', 'Romance']",Drama,Fantasy,Horror,Romance,,,
1974,2026,['18'],480881,2.01,2017-10-27,6.2,23,3,Let There Be Light,3000000.0,7233471.0,7241309.0,4241309,241.37696666666665,['Drama'],Drama,,,,,,
1976,2028,['18'],408616,1.893,2017-06-16,6.7,20,59,The Journey,500000.0,19800.0,19800.0,-480200,3.96,['Drama'],Drama,,,,,,
1980,2032,"['28', '27', '878']",173897,0.8440000000000001,2017-01-27,5.9,1859,84,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0,274101190,785.252975,"['Action', 'Horror', 'ScienceFiction']",Action,Horror,ScienceFiction,,,,
1988,2041,"['12', '28', '14']",299536,80.773,2018-04-27,8.3,13948,7,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,1748134200,682.7114,"['Adventure', 'Action', 'Fantasy']",Adventure,Action,Fantasy,,,,
1989,2042,['12'],338952,48.508,2018-11-16,6.9,4870,60,Fantastic Beasts: The Crimes Of Grindelwald,200000000.0,159555901.0,652220086.0,452220086,326.110043,['Adventure'],Adventure,,,,,,
1990,2043,"['10751', '16', '35', '14', '12']",404368,48.057,2018-11-21,7.2,2626,3,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0,349283695,299.59068285714284,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']",Family,Animation,Comedy,Fantasy,Adventure,,
1991,2044,"['28', '12', '878', '35']",363088,44.729,2018-07-06,7.0,6290,41,Ant-Man And The Wasp,130000000.0,216648740.0,623144660.0,493144660,479.3420461538462,"['Action', 'Adventure', 'ScienceFiction', 'Comedy']",Action,Adventure,ScienceFiction,Comedy,,,
1992,2045,"['28', '12', '878']",424783,43.078,2018-12-21,6.5,2425,62,Bumblebee,102000000.0,127195589.0,465195589.0,363195589,456.07410686274505,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
1993,2046,"['12', '14']",428078,40.095,2018-12-14,6.0,1751,4,Mortal Engines,100000000.0,15951040.0,85287417.0,-14712583,85.287417,"['Adventure', 'Fantasy']",Adventure,Fantasy,,,,,
1994,2047,"['28', '35', '12']",383498,38.894,2018-05-10,7.5,8773,15,Deadpool 2,110000000.0,324591735.0,786680557.0,676680557,715.1641427272727,"['Action', 'Comedy', 'Adventure']",Action,Comedy,Adventure,,,,
1995,2048,"['28', '12', '14']",297802,38.102,2018-12-21,6.8,6155,36,Aquaman,160000000.0,335061807.0,1146894640.0,986894640,716.80915,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,
1996,2049,"['18', '10402']",424694,37.197,2018-11-02,8.1,7629,84,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,839985342,1627.2460763636363,"['Drama', 'Music']",Drama,Music,,,,,
1997,2050,"['28', '12', '16', '10751']",260513,36.286,2018-06-15,7.6,6354,44,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711,621.2603555000001,"['Action', 'Adventure', 'Animation', 'Family']",Action,Adventure,Animation,Family,,,
1998,2051,"['18', '35']",490132,36.284,2018-11-16,8.3,3499,71,Green Book,23000000.0,85080171.0,322034439.0,299034439,1400.149734782609,"['Drama', 'Comedy']",Drama,Comedy,,,,,
1999,2052,"['18', '10749', '10402']",332562,35.848,2018-10-05,7.5,5676,5,A Star Is Born,36000000.0,215288866.0,433449571.0,397449571,1204.026586111111,"['Drama', 'Romance', 'Music']",Drama,Romance,Music,,,,
2000,2053,"['28', '12', '878']",351286,34.958,2018-06-22,6.5,5995,13,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1135772799,768.1016464705882,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
2001,2054,"['18', '36']",339380,32.624,2018-12-25,7.4,225,81,On The Basis Of Sex,20000000.0,24622687.0,38073377.0,18073377,190.366885,"['Drama', 'History']",Drama,History,,,,,
2002,2055,"['53', '28', '18']",458594,32.476,2018-09-07,6.5,716,21,Peppermint,25000000.0,35418723.0,51800758.0,26800758,207.203032,"['Thriller', 'Action', 'Drama']",Thriller,Action,Drama,,,,
2003,2056,"['28', '878', '53', '27']",345940,31.397,2018-08-10,5.9,2896,94,The Meg,178000000.0,145443742.0,529530715.0,351530715,297.4891657303371,"['Action', 'ScienceFiction', 'Thriller', 'Horror']",Action,ScienceFiction,Thriller,Horror,,,
2004,2057,"['53', '80', '9648', '18']",446021,31.32,2018-10-12,6.8,1365,10,Bad Times At The El Royale,32000000.0,17839115.0,29204379.0,-2795621,91.263684375,"['Thriller', 'Crime', 'Mystery', 'Drama']",Thriller,Crime,Mystery,Drama,,,
2005,2058,"['14', '10751', '35']",400650,30.419,2018-12-19,6.6,1457,45,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,211528518,262.7142446153846,"['Fantasy', 'Family', 'Comedy']",Fantasy,Family,Comedy,,,,
2006,2059,"['12', '878']",333339,30.029,2018-03-29,7.6,7021,78,Ready Player One,150000000.0,137690172.0,579290136.0,429290136,386.193424,"['Adventure', 'ScienceFiction']",Adventure,ScienceFiction,,,,,
2007,2060,"['28', '14', '878', '12']",268896,30.019,2018-03-23,5.9,2213,50,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,135930148,187.69686967741936,"['Action', 'Fantasy', 'ScienceFiction', 'Adventure']",Action,Fantasy,ScienceFiction,Adventure,,,
2008,2061,"['28', '80', '18', '53']",400535,29.725,2018-06-29,6.7,1317,59,Sicario: Day Of The Soldado,35000000.0,50065850.0,75885196.0,40885196,216.81484571428567,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,
2009,2062,"['28', '12', '878']",348350,29.502,2018-05-25,6.6,3838,12,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,118151347,142.9641261818182,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,
2010,2063,"['878', '28', '53', '12', '27']",346910,29.473000000000003,2018-09-14,5.2,2018,84,The Predator,88000000.0,51024708.0,159487563.0,71487563,181.2358670454545,"['ScienceFiction', 'Action', 'Thriller', 'Adventure', 'Horror']",ScienceFiction,Action,Thriller,Adventure,Horror,,
2011,2064,"['18', '27', '53', '878']",447332,29.154,2018-04-06,7.3,5848,66,A Quiet Place,17000000.0,188024361.0,334522294.0,317522294,1967.7782,"['Drama', 'Horror', 'Thriller', 'ScienceFiction']",Drama,Horror,Thriller,ScienceFiction,,,
2012,2065,"['18', '36', '35']",375262,28.651,2018-11-23,7.7,2096,39,The Favourite,15000000.0,34366783.0,94113929.0,79113929,627.4261933333333,"['Drama', 'History', 'Comedy']",Drama,History,Comedy,,,,
2013,2066,"['28', '878', '53', '27']",442249,28.44,2018-07-04,5.8,1846,49,The First Purge,13000000.0,69488745.0,136617305.0,123617305,1050.902346153846,"['Action', 'ScienceFiction', 'Thriller', 'Horror']",Action,ScienceFiction,Thriller,Horror,,,
2014,2067,['18'],480530,26.907,2018-11-21,6.7,2236,96,Creed Ii,50000000.0,115715889.0,213591522.0,163591522,427.183044,['Drama'],Drama,,,,,,
2015,2068,"['10751', '14', '35', '16']",400155,26.815,2018-06-30,6.8,1673,77,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,462079962,810.8922492307693,"['Family', 'Fantasy', 'Comedy', 'Animation']",Family,Fantasy,Comedy,Animation,,,
2016,2069,"['14', '12', '10751']",426543,26.235,2018-11-02,6.0,909,35,The Nutcracker And The Four Realms,132900000.0,54858851.0,170293899.0,37393899,128.1368690744921,"['Fantasy', 'Adventure', 'Family']",Fantasy,Adventure,Family,,,,
2017,2070,"['16', '10751', '12', '14']",446894,26.231,2018-09-28,6.6,600,69,Smallfoot,80000000.0,83240103.0,213691277.0,133691277,267.11409625,"['Animation', 'Family', 'Adventure', 'Fantasy']",Animation,Family,Adventure,Fantasy,,,
2018,2071,['28'],447200,26.229,2018-07-13,6.1,2177,78,Skyscraper,125000000.0,68420120.0,304115534.0,179115534,243.2924272,['Action'],Action,,,,,,
2019,2072,"['27', '9648', '53']",493922,26.185,2018-06-08,7.0,2491,56,Hereditary,10000000.0,44069456.0,70133905.0,60133905,701.33905,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,
2020,2073,"['53', '18']",405774,26.156,2018-11-12,7.0,4777,17,Bird Box,19800000.0,0.0,0.0,-19800000,0.0,"['Thriller', 'Drama']",Thriller,Drama,,,,,
