,index,genre_ids,id_x,popularity,release_date_x,vote_average,vote_count,id_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_year,genre,main_genre,genre2,genre3,genre4,genre5,genre6,genre7,release_month
1392,1761,"['28', '35']",323675,12.977,2016-01-15,6.2,939,95,Ride Along 2,40.0,90862685.0,124827316.0,84.827316,312.06829,2016,"['Action', 'Comedy']",Action,Comedy,,,,,,1
1393,1762,"['12', '878']",299687,12.967,2016-01-15,5.8,3657,69,The 5Th Wave,38.0,34912982.0,111336398.0,73.336398,292.99052105263155,2016,"['Adventure', 'ScienceFiction']",Adventure,ScienceFiction,,,,,,1
1394,1763,"['18', '10749']",345920,12.857,2016-12-16,7.2,3270,13,Collateral Beauty,36.0,31016021.0,85309093.0,49.309093,236.96970277777777,2016,"['Drama', 'Romance']",Drama,Romance,,,,,,12
1395,1764,['35'],326423,12.845999999999998,2016-04-15,6.0,248,22,Barbershop: The Next Cut,20.0,54030051.0,54404202.0,34.404202,272.02101,2016,['Comedy'],Comedy,,,,,,,4
1396,1765,['18'],393457,12.753,2016-12-16,6.8,1465,37,Fences,24.0,57682904.0,64282881.0,40.282881,267.8453375,2016,['Drama'],Drama,,,,,,,12
1397,1766,"['28', '18', '36', '53']",300673,12.673,2016-01-29,6.4,943,36,The Finest Hours,70.0,27569558.0,49252761.0,-20.747239,70.36108714285714,2016,"['Action', 'Drama', 'History', 'Thriller']",Action,Drama,History,Thriller,,,,1
1398,1767,"['12', '35', '18']",371645,12.545,2016-06-24,7.8,915,25,Hunt For The Wilderpeople,2.5,5205471.0,23845533.0,21.345533,953.82132,2016,"['Adventure', 'Comedy', 'Drama']",Adventure,Comedy,Drama,,,,,6
1399,1768,"['53', '9648', '27']",345911,12.408,2016-07-22,6.3,2220,55,Lights Out,5.0,67268835.0,148806510.0,143.80651,2976.1302,2016,"['Thriller', 'Mystery', 'Horror']",Thriller,Mystery,Horror,,,,,7
1400,1769,"['18', '36']",310307,12.349,2017-01-20,7.0,2093,90,The Founder,15.0,12786053.0,24403192.0,9.403192,162.68794666666665,2017,"['Drama', 'History']",Drama,History,,,,,,1
1401,1770,"['35', '18', '9648']",270487,12.312,2016-02-05,5.9,2328,22,"Hail, Caesar!",22.0,30080225.0,64160680.0,42.16068,291.63945454545456,2016,"['Comedy', 'Drama', 'Mystery']",Comedy,Drama,Mystery,,,,,2
1402,1771,"['18', '53']",376290,12.215,2016-11-25,7.4,912,36,Miss Sloane,18.0,3500605.0,7719630.0,-10.28037,42.886833333333335,2016,"['Drama', 'Thriller']",Drama,Thriller,,,,,,11
1403,1772,"['12', '16', '35', '10751']",332210,12.101,2016-09-23,6.5,1308,15,Storks,70.0,72679278.0,183353431.0,113.353431,261.9334728571428,2016,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,,9
1404,1773,"['35', '10402']",341012,11.844,2016-06-03,6.6,675,47,Popstar: Never Stop Never Stopping,20.0,9496130.0,9537120.0,-10.46288,47.6856,2016,"['Comedy', 'Music']",Comedy,Music,,,,,,6
1405,1774,"['27', '53']",335796,11.823,2016-10-21,6.0,1416,75,Ouija: Origin Of Evil,9.0,35144505.0,81831866.0,72.831866,909.2429555555556,2016,"['Horror', 'Thriller']",Horror,Thriller,,,,,,10
1406,1775,"['53', '27', '9648']",301365,11.787,2016-06-14,6.6,2005,68,The Neon Demon,7.5,1333124.0,3559803.0,-3.940197,47.46404,2016,"['Thriller', 'Horror', 'Mystery']",Thriller,Horror,Mystery,,,,,6
1407,1776,['35'],316023,11.675999999999998,2016-07-08,6.0,1552,73,Mike And Dave Need Wedding Dates,33.0,46009673.0,75898100.0,42.8981,229.9942424242425,2016,['Comedy'],Comedy,,,,,,,7
1408,1777,"['35', '18']",376660,11.546,2016-11-18,7.2,2224,86,The Edge Of Seventeen,9.0,14431633.0,19096003.0,10.096003,212.17781111111108,2016,"['Comedy', 'Drama']",Comedy,Drama,,,,,,11
1409,1778,"['35', '18', '36', '12']",319888,11.483,2016-02-26,7.2,1190,86,Eddie The Eagle,23.0,15789389.0,45060480.0,22.06048,195.9151304347826,2016,"['Comedy', 'Drama', 'History', 'Adventure']",Comedy,Drama,History,Adventure,,,,2
1410,1779,['35'],323676,11.442,2016-04-08,5.8,822,17,The Boss,29.0,63077560.0,78652207.0,49.652207,271.2145068965517,2016,['Comedy'],Comedy,,,,,,,4
1411,1780,['35'],291870,11.432,2016-01-22,5.8,2667,62,Dirty Grandpa,11.5,35593113.0,105078449.0,93.578449,913.7256434782608,2016,['Comedy'],Comedy,,,,,,,1
1412,1781,"['80', '18', '53']",259695,11.322,2016-12-25,6.2,759,17,Live By Night,65.0,10378555.0,21774432.0,-43.225568,33.49912615384616,2016,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,12
1413,1782,"['53', '18']",303858,11.134,2016-05-13,6.4,1859,98,Money Monster,27.0,41012075.0,93466095.0,66.466095,346.1707222222222,2016,"['Thriller', 'Drama']",Thriller,Drama,,,,,,5
1414,1783,"['18', '14']",258230,11.128,2016-12-23,7.1,1918,41,A Monster Calls,43.0,3740823.0,46414530.0,3.41453,107.94076744186049,2016,"['Drama', 'Fantasy']",Drama,Fantasy,,,,,,12
1415,1784,"['35', '18']",270010,11.055,2016-04-22,5.9,589,47,A Hologram For The King,35.0,4212494.0,11846010.0,-23.15399,33.84574285714286,2016,"['Comedy', 'Drama']",Comedy,Drama,,,,,,4
1416,1785,"['12', '18', '36']",314095,11.048,2017-04-21,6.2,1397,82,The Lost City Of Z,30.0,8574339.0,17121823.0,-12.878177,57.07274333333333,2017,"['Adventure', 'Drama', 'History']",Adventure,Drama,History,,,,,4
1417,1786,['35'],384682,10.729,2016-12-09,5.6,1191,81,Office Christmas Party,45.0,54767494.0,91323299.0,46.323299,202.9406644444444,2016,['Comedy'],Comedy,,,,,,,12
1418,1787,"['27', '9648', '53', '80']",241257,10.713,2016-02-05,5.5,1065,6,Regression,20.0,55039.0,15824374.0,-4.175626,79.12187,2016,"['Horror', 'Mystery', 'Thriller', 'Crime']",Horror,Mystery,Thriller,Crime,,,,2
1419,1788,"['35', '80', '18']",308266,10.654000000000002,2016-08-19,6.8,2387,45,War Dogs,50.0,43034523.0,86234503.0,36.234503,172.46900599999998,2016,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,8
1420,1789,"['18', '36']",68730,10.617,2016-12-23,7.1,1560,42,Silence,46.5,7100177.0,23726626.0,-22.773374,51.02500215053764,2016,"['Drama', 'History']",Drama,History,,,,,,12
1421,1790,"['18', '53']",329981,10.535,2016-11-11,5.2,374,50,Shut In,10.0,6900335.0,11360665.0,1.360665,113.60665,2016,"['Drama', 'Thriller']",Drama,Thriller,,,,,,11
1422,1791,"['28', '12', '878']",325348,10.459,2016-04-06,6.2,1294,100,Hardcore Henry,2.0,9252038.0,17187434.0,15.187434,859.3717,2016,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,,4
1423,1793,"['35', '10749']",259694,10.271,2016-02-12,6.1,2036,98,How To Be Single,37.0,46843513.0,100003780.0,63.00378,270.2804864864865,2016,"['Comedy', 'Romance']",Comedy,Romance,,,,,,2
1424,1794,"['18', '53', '10752']",333352,10.219,2016-03-11,7.1,850,75,Eye In The Sky,13.0,18704596.0,35402802.0,22.402802,272.32924615384616,2016,"['Drama', 'Thriller', 'War']",Drama,Thriller,War,,,,,3
1425,1795,"['28', '53']",341006,10.133,2016-03-17,6.1,757,21,The Belko Experiment,5.0,10166820.0,11792942.0,6.792942,235.85884,2016,"['Action', 'Thriller']",Action,Thriller,,,,,,3
1426,1796,"['28', '12', '18']",271969,10.11,2016-08-19,5.6,1068,23,Ben-Hur,95.0,26410477.0,91669648.0,-3.330352,96.49436631578948,2016,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,8
1427,1797,"['18', '36']",335778,10.089,2016-02-18,5.8,433,48,Risen,20.0,36880033.0,46255763.0,26.255763,231.278815,2016,"['Drama', 'History']",Drama,History,,,,,,2
1428,1798,['18'],339984,10.078,2016-03-18,7.1,478,50,Miracles From Heaven,13.0,61705123.0,73798736.0,60.798736,567.6825846153847,2016,['Drama'],Drama,,,,,,,3
1429,1799,"['18', '28']",360814,10.022,2016-12-21,8.1,358,56,Dangal,9.5,12391761.0,294654618.0,285.154618,3101.627557894737,2016,"['Drama', 'Action']",Drama,Action,,,,,,12
1430,1800,"['35', '18', '10749', '14', '12']",347031,10.0,2016-06-24,6.9,1789,10,Swiss Army Man,3.0,4210454.0,5837111.0,2.837111,194.57036666666667,2016,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",Comedy,Drama,Romance,Fantasy,Adventure,,,6
1431,1801,"['12', '35', '16', '10751']",328111,9.909,2016-07-08,6.1,5374,26,The Secret Life Of Pets,75.0,368384330.0,886750534.0,811.750534,1182.3340453333333,2016,"['Adventure', 'Comedy', 'Animation', 'Family']",Adventure,Comedy,Animation,Family,,,,7
1432,1802,"['53', '27']",351211,9.772,2016-09-16,5.0,1094,1,Blair Witch,10.0,20777061.0,38985577.0,28.985577,389.85577,2016,"['Thriller', 'Horror']",Thriller,Horror,,,,,,9
1433,1803,"['80', '18', '53']",325789,9.588,2016-07-13,6.6,943,32,The Infiltrator,47.5,15436808.0,20718104.0,-26.781896,43.61706105263158,2016,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,7
1434,1804,"['28', '80', '18', '53']",332411,9.558,2016-05-13,4.9,296,50,I Am Wrath,18.0,0.0,309608.0,-17.690392,1.7200444444444445,2016,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,5
1435,1805,"['35', '18', '10749']",370755,9.486,2016-12-28,7.1,736,54,Paterson,5.0,2141423.0,10727536.0,5.727536,214.55072,2016,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,12
1436,1806,"['18', '37']",354110,9.472,2016-02-19,5.9,161,54,Forsaken,18.0,0.0,0.0,-18.0,0.0,2016,"['Drama', 'Western']",Drama,Western,,,,,,2
1437,1807,['27'],380734,1.262,2016-02-02,3.7,15,54,Forsaken,18.0,0.0,0.0,-18.0,0.0,2016,['Horror'],Horror,,,,,,,2
1438,1809,"['18', '36']",267192,9.417,2016-06-10,6.5,391,10,Genius,17.0,1361045.0,7265283.0,-9.734717,42.73695882352941,2016,"['Drama', 'History']",Drama,History,,,,,,6
1439,1810,"['12', '16', '35', '10751']",276905,9.325,2016-01-15,4.2,192,9,Norm Of The North,18.0,17062499.0,30535660.0,12.53566,169.64255555555556,2016,"['Adventure', 'Animation', 'Comedy', 'Family']",Adventure,Animation,Comedy,Family,,,,1
1440,1811,"['18', '36']",402298,9.267,2016-09-30,6.7,349,66,Denial,10.0,4073448.0,9263940.0,-0.73606,92.6394,2016,"['Drama', 'History']",Drama,History,,,,,,9
1441,1813,['27'],257087,9.148,2016-02-02,4.6,188,64,The Veil,4.0,0.0,0.0,-4.0,0.0,2016,['Horror'],Horror,,,,,,,2
1442,1814,"['28', '12', '878']",393306,6.0,2017-01-19,4.1,44,64,The Veil,4.0,0.0,0.0,-4.0,0.0,2017,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,,1
1443,1815,"['10749', '27', '35', '53']",58431,9.086,2016-02-05,5.7,1195,74,Pride And Prejudice And Zombies,28.0,10907291.0,16638300.0,-11.3617,59.4225,2016,"['Romance', 'Horror', 'Comedy', 'Thriller']",Romance,Horror,Comedy,Thriller,,,,2
1444,1816,"['53', '27']",364116,9.078,2016-03-11,5.3,470,49,The Other Side Of The Door,5.0,3000342.0,12905107.0,7.905107,258.10214,2016,"['Thriller', 'Horror']",Thriller,Horror,,,,,,3
1445,1817,"['28', '35']",342521,8.952,2016-04-29,6.0,644,70,Keanu,15.0,20591853.0,20688141.0,5.688141,137.92094,2016,"['Action', 'Comedy']",Action,Comedy,,,,,,4
1446,1818,"['28', '12', '878']",286567,8.88,2016-10-14,5.2,383,68,Max Steel,10.0,3818664.0,4563080.0,-5.43692,45.6308,2016,"['Action', 'Adventure', 'ScienceFiction']",Action,Adventure,ScienceFiction,,,,,10
1447,1819,"['18', '80', '53']",393717,8.826,2016-09-24,6.2,134,88,The Crew,23.0,13019253.0,13019253.0,-9.980747,56.60544782608695,2016,"['Drama', 'Crime', 'Thriller']",Drama,Crime,Thriller,,,,,9
1448,1820,"['28', '18', '37']",174751,8.825,2016-01-29,5.5,439,12,Jane Got A Gun,25.0,1513793.0,3771345.0,-21.228655,15.08538,2016,"['Action', 'Drama', 'Western']",Action,Drama,Western,,,,,1
1449,1821,['18'],376866,8.818999999999999,2016-12-02,6.4,1420,87,Jackie,9.0,13960394.0,36588512.0,27.588512,406.5390222222222,2016,['Drama'],Drama,,,,,,,12
1450,1822,"['36', '18', '10752', '28']",407887,8.81,2016-08-12,6.0,86,15,Operation Chromite,12.7,1022720.0,49196532.0,36.496532,387.3742677165354,2016,"['History', 'Drama', 'War', 'Action']",History,Drama,War,Action,,,,8
1451,1823,"['10749', '35']",351819,8.783999999999999,2016-01-29,4.4,677,15,Fifty Shades Of Black,5.0,11686940.0,22113075.0,17.113075,442.26150000000007,2016,"['Romance', 'Comedy']",Romance,Comedy,,,,,,1
1452,1824,['18'],340485,8.777999999999999,2016-09-30,6.7,417,15,American Honey,3.5,663247.0,2611750.0,-0.88825,74.62142857142857,2016,['Drama'],Drama,,,,,,,9
1453,1825,['18'],353326,8.76,2016-04-29,7.2,699,67,The Man Who Knew Infinity,10.0,3877922.0,12382122.0,2.382122,123.82122,2016,['Drama'],Drama,,,,,,,4
1454,1826,"['28', '18']",323677,8.705,2016-02-19,7.2,910,90,Race,5.0,19115191.0,23745772.0,18.745772,474.91544,2016,"['Action', 'Drama']",Action,Drama,,,,,,2
1455,1827,"['27', '53', '9648']",284564,8.683,2016-10-21,5.2,370,85,31,1.5,779820.0,922727.0,-0.577273,61.51513333333334,2016,"['Horror', 'Thriller', 'Mystery']",Horror,Thriller,Mystery,,,,,10
1456,1828,"['12', '18', '878']",245703,8.652999999999999,2016-03-18,6.3,1105,35,Midnight Special,18.0,3712282.0,7680250.0,-10.31975,42.668055555555554,2016,"['Adventure', 'Drama', 'ScienceFiction']",Adventure,Drama,ScienceFiction,,,,,3
1457,1829,"['28', '18', '36', '10752']",316152,8.574,2016-06-24,6.6,787,81,Free State Of Jones,50.0,20810036.0,23237252.0,-26.762748,46.474504,2016,"['Action', 'Drama', 'History', 'War']",Action,Drama,History,War,,,,6
1458,1830,"['10752', '35']",279641,8.564,2016-03-04,6.2,596,6,Whiskey Tango Foxtrot,35.0,23083334.0,25350747.0,-9.649253,72.43070571428572,2016,"['War', 'Comedy']",War,Comedy,,,,,,3
1459,1831,"['12', '16', '14', '10751']",309809,8.512,2016-08-05,7.6,1493,19,The Little Prince,77.5,1311213.0,102028919.0,24.528919,131.65021806451614,2016,"['Adventure', 'Animation', 'Fantasy', 'Family']",Adventure,Animation,Fantasy,Family,,,,8
1460,1832,"['10749', '18']",339419,8.506,2016-11-04,6.7,529,92,Loving,9.0,7710234.0,12898064.0,3.898064,143.31182222222222,2016,"['Romance', 'Drama']",Romance,Drama,,,,,,11
1461,1833,"['10751', '35']",369883,8.479,2016-10-07,7.0,190,39,Middle School: The Worst Years Of My Life,8.5,20007149.0,23311293.0,14.811293,274.25050588235297,2016,"['Family', 'Comedy']",Family,Comedy,,,,,,10
1462,1834,"['35', '18']",315664,8.453,2016-08-12,6.7,849,22,Florence Foster Jenkins,29.0,27383770.0,56000339.0,27.000339,193.1046172413793,2016,"['Comedy', 'Drama']",Comedy,Drama,,,,,,8
1463,1835,"['27', '53']",257345,8.357000000000001,2016-05-13,4.8,347,98,The Darkness,4.0,10753574.0,10898293.0,6.898293,272.457325,2016,"['Horror', 'Thriller']",Horror,Thriller,,,,,,5
1464,1836,['18'],332979,8.258,2016-11-04,6.9,405,65,Bleed For This,16.0,5083906.0,6603926.0,-9.396074,41.2745375,2016,['Drama'],Drama,,,,,,,11
1465,1837,['18'],184341,8.17,2016-08-26,6.1,167,74,Hands Of Stone,20.0,4712792.0,5031975.0,-14.968025,25.159875,2016,['Drama'],Drama,,,,,,,8
1466,1838,['18'],339408,8.152000000000001,2016-10-07,6.5,328,17,The Birth Of A Nation,10.0,15861566.0,16891011.0,6.891011,168.91011,2016,['Drama'],Drama,,,,,,,10
1467,1839,"['9648', '18', '27']",335791,8.062000000000001,2016-09-09,5.3,150,85,When The Bough Breaks,10.0,29747603.0,30768449.0,20.768449,307.68449000000004,2016,"['Mystery', 'Drama', 'Horror']",Mystery,Drama,Horror,,,,,9
1468,1840,"['53', '80', '18']",376004,8.058,2016-01-05,5.2,29,86,Adulterers,0.75,0.0,0.0,-0.75,0.0,2016,"['Thriller', 'Crime', 'Drama']",Thriller,Crime,Drama,,,,,1
1469,1841,"['35', '14', '27']",290825,8.05,2016-09-02,4.5,221,86,Yoga Hosers,5.0,0.0,22958.0,-4.977042,0.45916,2016,"['Comedy', 'Fantasy', 'Horror']",Comedy,Fantasy,Horror,,,,,9
1470,1842,['35'],339927,7.786,2016-10-14,6.5,159,97,Kevin Hart: What Now?,10.0,23591043.0,23591043.0,13.591043,235.91043,2016,['Comedy'],Comedy,,,,,,,10
1471,1843,"['35', '18']",337154,7.725,2016-04-22,5.8,186,58,The Meddler,3.2,4267219.0,5526942.0,2.326942,172.7169375,2016,"['Comedy', 'Drama']",Comedy,Drama,,,,,,4
1472,1844,['18'],337844,7.646,2017-02-17,5.9,67,61,In Dubious Battle,15.0,0.0,214182.0,-14.785818,1.42788,2017,['Drama'],Drama,,,,,,,2
1473,1845,['18'],317557,7.564,2016-09-23,7.1,225,6,Queen Of Katwe,15.0,8874389.0,10055481.0,-4.944519,67.03654,2016,['Drama'],Drama,,,,,,,9
1474,1846,['35'],369524,7.433,2016-12-09,5.6,68,35,The Comedian,15.0,1658706.0,1658706.0,-13.341294,11.05804,2016,['Comedy'],Comedy,,,,,,,12
1475,1847,['27'],298584,7.419,2016-02-12,4.6,215,65,Cabin Fever,1.5,21158188.0,30351664.0,28.851664,2023.4442666666664,2016,['Horror'],Horror,,,,,,,2
1476,1848,"['18', '53', '9648']",373314,7.298999999999999,2016-02-05,5.5,301,15,Misconduct,11.0,0.0,2352511.0,-8.647489,21.38646363636364,2016,"['Drama', 'Thriller', 'Mystery']",Drama,Thriller,Mystery,,,,,2
1477,1849,"['27', '53']",241258,7.1370000000000005,2016-12-02,5.2,314,39,Incarnate,5.0,4799774.0,9371036.0,4.371036,187.42072,2016,"['Horror', 'Thriller']",Horror,Thriller,,,,,,12
1478,1850,"['18', '10751', '35']",404378,7.12,2016-11-18,7.5,500,31,A Street Cat Named Bob,8.0,82703.0,17382693.0,9.382693,217.2836625,2016,"['Drama', 'Family', 'Comedy']",Drama,Family,Comedy,,,,,11
1479,1851,"['18', '36']",157843,7.109,2016-03-01,6.0,136,22,Queen Of The Desert,36.0,0.0,1578543.0,-34.421457,4.3848416666666665,2016,"['Drama', 'History']",Drama,History,,,,,,3
1480,1852,"['35', '10749']",378200,6.875,2016-03-11,5.5,78,22,The Perfect Match,5.0,9669521.0,10182050.0,5.18205,203.641,2016,"['Comedy', 'Romance']",Comedy,Romance,,,,,,3
1481,1853,"['10749', '35', '10751']",302688,6.714,2016-03-25,5.8,593,77,My Big Fat Greek Wedding 2,18.0,59689605.0,92096558.0,74.096558,511.6475444444444,2016,"['Romance', 'Comedy', 'Family']",Romance,Comedy,Family,,,,,3
1482,1854,"['35', '18']",340402,6.532,2016-11-11,5.6,245,81,Almost Christmas,17.0,42065185.0,42493506.0,25.493506,249.9618,2016,"['Comedy', 'Drama']",Comedy,Drama,,,,,,11
1483,1855,"['18', '27', '53']",293452,6.324,2016-09-09,4.4,272,30,The Disappointments Room,15.0,2423467.0,3503761.0,-11.496239,23.358406666666667,2016,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,,9
1484,1856,"['35', '27']",377587,6.131,2016-04-01,4.4,139,39,Meet The Blacks,0.9,9097072.0,9097072.0,8.197072,1010.7857777777778,2016,"['Comedy', 'Horror']",Comedy,Horror,,,,,,4
1485,1857,['27'],332285,5.716,2016-09-02,4.8,66,49,Antibirth,2.5,0.0,0.0,-2.5,0.0,2016,['Horror'],Horror,,,,,,,9
1486,1858,"['18', '53', '28', '878']",347882,5.664,2017-04-28,5.3,367,72,Sleight,0.25,3930990.0,3934450.0,3.68445,1573.78,2017,"['Drama', 'Thriller', 'Action', 'ScienceFiction']",Drama,Thriller,Action,ScienceFiction,,,,4
1487,1859,['18'],318850,5.531000000000001,2016-03-11,6.1,50,17,The Young Messiah,16.8,6469813.0,7313697.0,-9.486303,43.53391071428571,2016,['Drama'],Drama,,,,,,,3
1488,1860,"['12', '18', '36']",277154,5.466,2016-03-11,6.4,86,7,Admiral,20.0,0.0,38585047.0,18.585047,192.925235,2016,"['Adventure', 'Drama', 'History']",Adventure,Drama,History,,,,,3
1489,1861,['18'],333384,4.958,2017-05-12,6.5,46,35,Lowriders,0.916,6179955.0,6188421.0,5.272421,675.5918122270742,2017,['Drama'],Drama,,,,,,,5
1490,1863,['18'],358807,4.938,2016-01-22,6.6,66,51,The Fits,0.17,166425.0,169242.0,-0.000758,99.55411764705885,2016,['Drama'],Drama,,,,,,,1
1491,1864,"['28', '80', '53']",389425,4.408,2016-05-06,4.2,36,47,Code Of Honor,8.0,0.0,0.0,-8.0,0.0,2016,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,5
1492,1865,['12'],385736,4.002,2016-09-09,6.6,50,13,Kicks,10.0,150191.0,150191.0,-9.849809,1.50191,2016,['Adventure'],Adventure,,,,,,,9
1493,1866,"['28', '12', '9648', '878']",360799,3.552,2017-06-23,4.9,58,46,Arrowhead,0.18,0.0,0.0,-0.18,0.0,2017,"['Action', 'Adventure', 'Mystery', 'ScienceFiction']",Action,Adventure,Mystery,ScienceFiction,,,,6
1494,1867,"['16', '35', '18']",351065,3.434,2016-09-02,5.5,43,26,Zoom,35.0,11989328.0,12506188.0,-22.493812,35.731965714285714,2016,"['Animation', 'Comedy', 'Drama']",Animation,Comedy,Drama,,,,,9
1495,1869,['10749'],380121,2.494,2016-02-26,6.1,31,39,The Bounce Back,3.0,321910.0,421404.0,-2.578596,14.0468,2016,['Romance'],Romance,,,,,,,2
1496,1870,"['27', '53']",421049,2.237,2016-10-01,5.4,58,77,The Watcher,33.0,28946615.0,47267829.0,14.267829,143.23584545454543,2016,"['Horror', 'Thriller']",Horror,Thriller,,,,,,10
1497,1871,"['28', '18']",385383,2.199,2016-07-22,3.5,14,15,Fight Valley,20.0,0.0,0.0,-20.0,0.0,2016,"['Action', 'Drama']",Action,Drama,,,,,,7
1498,1872,"['28', '35']",317930,1.927,2016-04-22,5.1,21,21,Compadres,3.0,3127773.0,7445044.0,4.445044,248.16813333333332,2016,"['Action', 'Comedy']",Action,Comedy,,,,,,4
1499,1873,"['10751', '18']",379441,1.891,2016-08-26,7.3,37,4,Greater,9.0,2000093.0,2000093.0,-6.999907,22.223255555555557,2016,"['Family', 'Drama']",Family,Drama,,,,,,8
1500,1875,"['28', '80', '53']",9799,1.784,2016-06-22,6.8,5427,54,The Fast And The Furious,38.0,144512310.0,206512310.0,168.51231,543.453447368421,2016,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,6
1501,1876,['27'],396152,1.661,2016-05-03,4.7,21,34,Restoration,18.0,4100000.0,4100000.0,-13.9,22.77777777777778,2016,['Horror'],Horror,,,,,,,5
1502,1877,['18'],394047,1.61,2016-07-08,5.9,11,100,The Dog Lover,2.0,0.0,0.0,-2.0,0.0,2016,['Drama'],Drama,,,,,,,7
1503,1878,"['80', '28']",370464,1.42,2016-01-08,3.5,16,19,The Masked Saint,3.5,182695.0,182695.0,-3.317305,5.219857142857142,2016,"['Crime', 'Action']",Crime,Action,,,,,,1
1504,1889,['35'],454293,12.786,2018-09-28,6.0,775,16,Night School,29.0,77339130.0,103008792.0,74.008792,355.2027310344827,2018,['Comedy'],Comedy,,,,,,,9
1505,1892,"['18', '10752']",347629,8.208,2017-10-27,6.3,149,48,Thank You For Your Service,20.0,9479390.0,9985316.0,-10.014684,49.92658,2017,"['Drama', 'War']",Drama,War,,,,,,10
1506,1898,"['28', '53', '27', '14', '9648']",460885,16.24,2018-09-13,6.2,618,71,Mandy,6.0,1214525.0,1427656.0,-4.572344,23.794266666666665,2018,"['Action', 'Thriller', 'Horror', 'Fantasy', 'Mystery']",Action,Thriller,Horror,Fantasy,Mystery,,,9
1507,1900,"['878', '28', '53']",335984,48.571000000000005,2017-10-06,7.4,6679,80,Blade Runner 2049,185.0,92054159.0,259357408.0,74.357408,140.1931935135135,2017,"['ScienceFiction', 'Action', 'Thriller']",ScienceFiction,Action,Thriller,,,,,10
1508,1901,"['28', '12', '878', '18']",315635,46.775,2017-07-07,7.4,11585,99,Spider-Man: Homecoming,175.0,334201140.0,880166350.0,705.16635,502.9522,2017,"['Action', 'Adventure', 'ScienceFiction', 'Drama']",Action,Adventure,ScienceFiction,Drama,,,,7
1509,1902,"['28', '12', '35', '14']",284053,43.45,2017-11-03,7.5,11380,82,Thor: Ragnarok,180.0,315058289.0,846980024.0,666.980024,470.5444577777778,2017,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Action,Adventure,Comedy,Fantasy,,,,11
1510,1903,"['28', '12', '14', '878']",141052,34.953,2017-11-17,6.2,7510,9,Justice League,300.0,229024295.0,655945209.0,355.945209,218.648403,2017,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",Action,Adventure,Fantasy,ScienceFiction,,,,11
1511,1904,"['28', '12', '14']",293167,29.388,2017-03-10,6.3,6054,78,Kong: Skull Island,185.0,168052812.0,561072059.0,376.072059,303.28219405405406,2017,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,3
1512,1905,"['28', '80', '53']",337339,28.668000000000003,2017-04-14,6.9,6335,23,The Fate Of The Furious,250.0,225764765.0,1234846267.0,984.846267,493.9385068,2017,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,,,,,4
1513,1907,"['12', '28', '14', '35']",166426,28.101,2017-05-26,6.6,6931,25,Pirates Of The Caribbean: Dead Men Tell No Tales,230.0,172558876.0,788241137.0,558.241137,342.71353782608696,2017,"['Adventure', 'Action', 'Fantasy', 'Comedy']",Adventure,Action,Fantasy,Comedy,,,,5
1514,1908,"['16', '10751', '35', '12', '14']",354912,25.961,2017-11-22,8.2,8669,2,Coco,175.0,209726015.0,798008101.0,623.008101,456.0046291428572,2017,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']",Animation,Family,Comedy,Adventure,Fantasy,,,11
1515,1909,"['27', '878', '53']",126889,24.651,2017-05-19,5.9,4971,12,Alien: Covenant,97.0,74262031.0,238521247.0,141.521247,245.89819278350515,2017,"['Horror', 'ScienceFiction', 'Thriller']",Horror,ScienceFiction,Thriller,,,,,5
1516,1910,"['10752', '28', '18']",374720,24.358,2017-07-19,7.4,9156,69,Dunkirk,150.0,190068280.0,499837368.0,349.837368,333.224912,2017,"['War', 'Action', 'Drama']",War,Action,Drama,,,,,7
1517,1911,"['28', '12', '35']",343668,24.337,2017-09-22,7.0,5531,54,Kingsman: The Golden Circle,104.0,100234838.0,408803696.0,304.803696,393.0804769230769,2017,"['Action', 'Adventure', 'Comedy']",Action,Adventure,Comedy,,,,,9
